,File name,Path,Rule,false-positive,true-positive
80,Cloud IoT API,	/v1/{name}:sendCommandToDevice,Lowercase letters should be preferred in URI paths,0,1
81,Cloud IoT API,	/v1/{parent}:bindDeviceToGateway,Lowercase letters should be preferred in URI paths,0,1
82,Cloud IoT API,/v1/{parent}:unbindDeviceFromGateway,Lowercase letters should be preferred in URI paths,0,1
83,Cloud IoT API,/v1/{resource}:testIamPermissions,Lowercase letters should be preferred in URI paths,0,1
84,My Business Verifications API,	/v1/verificationTokens:generate,Lowercase letters should be preferred in URI paths,0,1
85,My Business Verifications API,	/v1/{location}:fetchVerificationOptions,Lowercase letters should be preferred in URI paths,0,1
86,My Business Verifications API,/v1/{name}/VoiceOfMerchantState,Lowercase letters should be preferred in URI paths,0,1
87,Amazon Lookout for Metrics,/CreateAnomalyDetector,Lowercase letters should be preferred in URI paths,0,1
88,Amazon Lookout for Metrics,/DeleteAnomalyDetector,Lowercase letters should be preferred in URI paths,0,1
89,Amazon Lookout for Metrics,/DescribeAlert,Lowercase letters should be preferred in URI paths,0,1
90,Amazon Lookout for Metrics,/GetFeedback,Lowercase letters should be preferred in URI paths,0,1
91,Amazon Lookout for Metrics,/ListAlerts,Lowercase letters should be preferred in URI paths,0,1
92,Amazon Lookout for Metrics,/ListAnomalyDetectors,Lowercase letters should be preferred in URI paths,0,1
93,Amazon Lookout for Metrics,/UpdateAnomalyDetector,Lowercase letters should be preferred in URI paths,0,1
94,LogicAppsManagementClient,/subscriptions/{subscriptionId}/providers/Microsoft.Web/customApis,Lowercase letters should be preferred in URI paths,0,1
95,LogicAppsManagementClient,/subscriptions/{subscriptionId}/providers/Microsoft.Web/locations/{location}/connectionGatewayInstallations,Lowercase letters should be preferred in URI paths,0,1
96,LogicAppsManagementClient,	/subscriptions/{subscriptionId}/providers/Microsoft.Web/locations/{location}/listWsdlInterfaces,Lowercase letters should be preferred in URI paths,0,1
97,LogicAppsManagementClient,	/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.Web/connectionGateways,Lowercase letters should be preferred in URI paths,0,1
98,API for the COVID-19 Tracking QR Code Signin Server,/changePassword,Lowercase letters should be preferred in URI paths,0,1
99,API for the COVID-19 Tracking QR Code Signin Server,/requestPasswordReset,Lowercase letters should be preferred in URI paths,0,1
100,API for the COVID-19 Tracking QR Code Signin Server,/verifyPasswordChange,Lowercase letters should be preferred in URI paths,0,1
101,AppConfigurationManagementClient,/providers/Microsoft.AppConfiguration/operations,Lowercase letters should be preferred in URI paths,0,1
102,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/providers/Microsoft.AppConfiguration/configurationStores,Lowercase letters should be preferred in URI paths,0,1
103,AppConfigurationManagementClient,/subscriptions/{subscriptionId}/resourceGroups/{resourceGroupName}/providers/Microsoft.AppConfiguration/configurationStores/{configStoreName}/RegenerateKey,Lowercase letters should be preferred in URI paths,0,1
