title;x-apisguru-categories;openapiVer;swaggerUrl;
Motor Vehicle Department, Odisha;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transportod/3.0.0/openapi.json;
Transport Department, Punjab;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transportpb/3.0.0/openapi.json;
Transport Department, Puducherry;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transportpy/3.0.0/openapi.json;
Transport Department, Rajasthan;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transportrj/3.0.0/openapi.json;
Transport Department, Sikkim;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transportsk/3.0.0/openapi.json;
Transport Department, Tamil Nadu;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transporttn/3.0.0/openapi.json;
Transport Department, Tripura;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transporttr/3.0.0/openapi.json;
State Transport Department, Telangana;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transportts/3.0.0/openapi.json;
Transport Department, Uttarakhand;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transportuk/3.0.0/openapi.json;
Transport Department, Uttar Pradesh;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transportup/3.0.0/openapi.json;
Transport Department, West Bengal;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/transportwb/3.0.0/openapi.json;
Uttarakhand State Board of School Education, Uttarakhand;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/ubseuk/3.0.0/openapi.json;
UCO Bank;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/ucobank/3.0.0/openapi.json;
United India Insurance Company Limited;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/uiic/3.0.0/openapi.json;
UP State Board of High School and Intermediate Education, Uttar Pradesh;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/upmsp/3.0.0/openapi.json;
Board of Vocational Higher Secondary Examinations, Kerala;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/vhseker/3.0.0/openapi.json;
Veer Surendra Sai University Of Technology;['open_data'];3.0.0;https://api.apis.guru/v2/specs/apisetu.gov.in/vssut/3.0.0/openapi.json;
Bulk WHOIS API;['developer_tools'];3.0.2;https://api.apis.guru/v2/specs/apispot.io/whois/1.0/openapi.json;
Identity API;['ecommerce'];3.0.0;https://api.apis.guru/v2/specs/apiz.ebay.com/commerce-identity/v1.1.0/openapi.json;
eBay Finances API;['ecommerce'];3.0.0;https://api.apis.guru/v2/specs/apiz.ebay.com/sell-finances/1.9.0/openapi.json;
App Center Client;['developer_tools'];2.0;https://api.apis.guru/v2/specs/appcenter.ms/v0.1/swagger.json;
App Store Connect API;['developer_tools'];3.0.1;https://api.apis.guru/v2/specs/apple.com/app-store-connect/1.4.1/openapi.json;
SiriKit Cloud Media;['media'];3.0.1;https://api.apis.guru/v2/specs/apple.com/sirikit-cloud-media/1.0.2/openapi.json;
PowerTools Developer;['developer_tools'];3.0.1;https://api.apis.guru/v2/specs/apptigent.com/2021.1.01/openapi.json;
AppVeyor REST API;['developer_tools'];2.0;https://api.apis.guru/v2/specs/appveyor.com/1.0.0/swagger.json;
Appwrite;['developer_tools'];3.0.0;https://api.apis.guru/v2/specs/appwrite.io/client/0.9.3/openapi.json;
Appwrite;['developer_tools'];3.0.0;https://api.apis.guru/v2/specs/appwrite.io/server/0.9.3/openapi.json;
Search Services;['search'];3.0.0;https://api.apis.guru/v2/specs/archive.org/search/1.0.0/openapi.json;
Wayback API;['search'];3.0.0;https://api.apis.guru/v2/specs/archive.org/wayback/1.0.0/openapi.json;
ART19 Content API Documentation;['media'];3.0.0;https://api.apis.guru/v2/specs/art19.com/1.0.0/openapi.json;
Asana;['developer_tools'];3.0.0;https://api.apis.guru/v2/specs/asana.com/1.0/openapi.json;
SearchLy API v1;['media'];3.0.1;https://api.apis.guru/v2/specs/asuarez.dev/searchly/1.0/openapi.json;
The Jira Cloud platform REST API;['developer_tools'];3.0.1;https://api.apis.guru/v2/specs/atlassian.com/jira/1001.0.0-SNAPSHOT/openapi.json;
Business Registries;['financial'];2.0;https://api.apis.guru/v2/specs/ato.gov.au/0.0.6/swagger.json;
Auckland Museum API;['open_data'];2.0;https://api.apis.guru/v2/specs/aucklandmuseum.com/2.0.0/swagger.json;
Authentiq Connect API;['security'];2.0;https://api.apis.guru/v2/specs/authentiq.io/1.0/swagger.json;
CIS Automotive API;['ecommerce'];3.0.2;https://api.apis.guru/v2/specs/autodealerdata.com/0.1/openapi.json;
Avaza API Documentation;['collaboration'];2.0;https://api.apis.guru/v2/specs/avaza.com/v1/swagger.json;
AviationData.Systems Airports API V1;['transport'];2.0;https://api.apis.guru/v2/specs/aviationdata.systems/v1/swagger.json;
Axesso Api;['ecommerce'];3.0.0;https://api.apis.guru/v2/specs/axesso.de/1.0.0/openapi.json;
Azure Enterprise Knowledge Graph Service;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/EnterpriseKnowledgeGraph-EnterpriseKnowledgeGraphSwagger/2018-12-03/swagger.json;
Azure Addons Resource Provider;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/addons-Addons/2017-05-15/swagger.json;
Azure Addons Resource Provider;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/addons-addons-swagger/2018-03-01/swagger.json;
ADHybridHealthService;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/adhybridhealthservice-ADHybridHealthService/2014-01-01/swagger.json;
AdvisorManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/advisor/2020-01-01/swagger.json;
Azure Alerts Management Service Resource Provider;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/alertsmanagement-AlertsManagement/2019-05-05-preview/swagger.json;
Azure Alerts Management Service Resource Provider;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/alertsmanagement-SmartDetectorAlertRulesApi/2019-06-01/swagger.json;
AzureAnalysisServices;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/analysisservices/2017-08-01-beta/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement/2018-01-01/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimapis/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimapisByTags/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimapiversionsets/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimauthorizationservers/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimbackends/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimcaches/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimcertificates/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimdeployment/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimdiagnostics/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimemailtemplate/2018-06-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimemailtemplates/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimgroups/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimidentityprovider/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimissues/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimloggers/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimnamedvalues/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimnetworkstatus/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimnotifications/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimopenidconnectproviders/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimpolicies/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimpolicydescriptions/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimpolicysnippets/2019-01-01/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimproducts/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimproductsByTags/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimproperties/2019-01-01/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimquotas/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimregions/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimreports/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimsubscriptions/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimtagresources/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimtags/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimtenant/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimusers/2019-12-01-preview/swagger.json;
ApiManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/apimanagement-apimversionsets/2018-06-01-preview/swagger.json;
AppConfigurationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/appconfiguration/2019-11-01-preview/swagger.json;
Azure Log Analytics Query Packs;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-QueryPackQueries_API/2019-09-01-preview/swagger.json;
Azure Log Analytics Query Packs;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-QueryPacks_API/2019-09-01-preview/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-aiOperations_API/2015-05-01/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-analyticsItems_API/2015-05-01/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-componentAnnotations_API/2015-05-01/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-componentApiKeys_API/2015-05-01/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-componentContinuousExport_API/2015-05-01/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-componentFeaturesAndPricing_API/2017-10-01/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-componentProactiveDetection_API/2018-05-01-preview/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-componentWorkItemConfigs_API/2015-05-01/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-components_API/2015-05-01/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-eaSubscriptionMigration_API/2017-10-01/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-favorites_API/2015-05-01/swagger.json;
Application Insights Data Plane;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-swagger/2018-04-20/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-webTestLocations_API/2015-05-01/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-webTests_API/2015-05-01/swagger.json;
WorkbookClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-workbookOperations_API/2018-06-17-preview/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-workbookTemplates_API/2019-10-17-preview/swagger.json;
ApplicationInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/applicationinsights-workbooks_API/2018-06-17-preview/swagger.json;
AppPlatformManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/appplatform/2019-05-01-preview/swagger.json;
AttestationClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/attestation/2018-09-01-preview/swagger.json;
AuthorizationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/authorization/2015-07-01/swagger.json;
AuthorizationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/authorization-authorization-ClassicAdminCalls/2015-07-01/swagger.json;
AuthorizationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/authorization-authorization-DenyAssignmentGetCalls/2018-07-01-preview/swagger.json;
AuthorizationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/authorization-authorization-ElevateAccessCalls/2015-07-01/swagger.json;
AuthorizationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/authorization-authorization-ProviderOperationsCalls/2018-01-01-preview/swagger.json;
AuthorizationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/authorization-authorization-RACalls/2017-10-01-preview/swagger.json;
AuthorizationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/authorization-authorization-RoleAssignmentsCalls/2018-09-01-preview/swagger.json;
AuthorizationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/authorization-authorization-RoleBasedCalls/2018-01-01-preview/swagger.json;
AuthorizationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/authorization-authorization-RoleDefinitionsCalls/2018-01-01-preview/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-account/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-certificate/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-connection/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-connectionType/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-credential/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-dscCompilationJob/2018-01-15/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-dscConfiguration/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-dscNode/2018-01-15/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-dscNodeConfiguration/2018-01-15/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-dscNodeCounts/2018-01-15/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-hybridRunbookWorkerGroup/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-job/2017-05-15-preview/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-jobSchedule/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-linkedWorkspace/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-module/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-python2package/2018-06-30/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-runbook/2018-06-30/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-schedule/2015-10-31/swagger.json;
Update Management;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-softwareUpdateConfiguration/2017-05-15-preview/swagger.json;
Update Management;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-softwareUpdateConfigurationMachineRun/2017-05-15-preview/swagger.json;
Update Management;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-softwareUpdateConfigurationRun/2017-05-15-preview/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-sourceControl/2017-05-15-preview/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-sourceControlSyncJob/2017-05-15-preview/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-sourceControlSyncJobStreams/2017-05-15-preview/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-variable/2015-10-31/swagger.json;
AutomationManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-watcher/2015-10-31/swagger.json;
AutomationManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/automation-webhook/2015-10-31/swagger.json;
SubscriptionsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-AcquiredPlan/2015-11-01/swagger.json;
DeploymentAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ActionPlan/2019-01-01/swagger.json;
DeploymentAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ActionPlanOperation/2019-01-01/swagger.json;
AzureBridgeAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Activation/2016-01-01/swagger.json;
InfrastructureInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Alert/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ApplicationOperationResults/2016-05-01/swagger.json;
AzureBridgeAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-AzureBridge/2016-01-01/swagger.json;
BackupManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Backup/2018-09-01/swagger.json;
BackupManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-BackupLocations/2018-09-01/swagger.json;
BackupManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Backups/2018-09-01/swagger.json;
CommerceManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Commerce/2015-06-01-preview/swagger.json;
CommerceManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-CommerceAdmin/2015-06-01-preview/swagger.json;
Compute Admin Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Compute/2015-12-01-preview/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ComputeOperationResults/2016-05-01/swagger.json;
SubscriptionsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-DelegatedProvider/2015-11-01/swagger.json;
SubscriptionsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-DelegatedProviderOffer/2015-11-01/swagger.json;
DeploymentAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Deployment/2019-01-01/swagger.json;
SubscriptionsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-DirectoryTenant/2015-11-01/swagger.json;
ComputeDiskAdminManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-DiskMigrationJobs/2018-07-30-preview/swagger.json;
ComputeDiskAdminManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Disks/2018-07-30-preview/swagger.json;
AzureBridgeAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-DownloadedProduct/2016-01-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Drive/2019-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-EdgeGateway/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-EdgeGatewayPool/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Fabric/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-FabricLocation/2016-05-01/swagger.json;
DeploymentAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-FileContainer/2019-01-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-FileShare/2016-05-01/swagger.json;
GalleryManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Gallery/2015-04-01/swagger.json;
GalleryManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-GalleryItem/2015-04-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-InfraRole/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-InfraRoleInstance/2016-05-01/swagger.json;
InfrastructureInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-InfrastructureInsights/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-IpPool/2016-05-01/swagger.json;
KeyVaultManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-KeyVault/2017-02-01-preview/swagger.json;
NetworkAdminManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-LoadBalancers/2015-06-15/swagger.json;
SubscriptionsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Location/2015-11-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-LogicalNetwork/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-LogicalSubnet/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-MacAddressPool/2016-05-01/swagger.json;
SubscriptionsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Manifest/2015-11-01/swagger.json;
NetworkAdminManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Network/2015-06-15/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-NetworkOperationResults/2016-05-01/swagger.json;
SubscriptionClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Offer/2015-11-01/swagger.json;
SubscriptionsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-OfferDelegation/2015-11-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Operations/2016-05-01/swagger.json;
SubscriptionsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Plan/2015-11-01/swagger.json;
Compute Admin Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-PlatformImages/2015-12-01-preview/swagger.json;
AzureBridgeAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Product/2016-01-01/swagger.json;
DeploymentAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ProductDeployment/2019-01-01/swagger.json;
DeploymentAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ProductPackage/2019-01-01/swagger.json;
DeploymentAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ProductSecret/2019-01-01/swagger.json;
NetworkAdminManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-PublicIpAddresses/2015-06-15/swagger.json;
SubscriptionsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Quota/2015-11-01/swagger.json;
Compute Admin Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-Quotas/2018-02-09/swagger.json;
InfrastructureInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-RegionHealth/2016-05-01/swagger.json;
InfrastructureInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ResourceHealth/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ScaleUnit/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ScaleUnitNode/2016-05-01/swagger.json;
InfrastructureInsightsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-ServiceHealth/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-SlbMuxInstance/2016-05-01/swagger.json;
FabricAdminClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-StorageOperationResults/2016-05-01/swagger.json;
