title;x-apisguru-categories;openapiVer;swaggerUrl;
SearchIndexClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/search-searchindex/2019-05-06-Preview/swagger.json;
SearchServiceClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/search-searchservice/2019-05-06-Preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security/2017-08-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-adaptiveNetworkHardenings/2015-06-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-advancedThreatProtectionSettings/2019-01-01/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-alerts/2019-01-01/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-allowedConnections/2015-06-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-applicationWhitelistings/2015-06-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-assessmentMetadata/2020-01-01/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-assessments/2020-01-01/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-autoProvisioningSettings/2017-08-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-automations/2019-01-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-complianceResults/2017-08-01/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-compliances/2017-08-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-deviceSecurityGroups/2019-08-01/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-discoveredSecuritySolutions/2015-06-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-externalSecuritySolutions/2015-06-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-informationProtectionPolicies/2017-08-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-iotSecuritySolutionAnalytics/2019-08-01/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-iotSecuritySolutions/2019-08-01/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-jitNetworkAccessPolicies/2015-06-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-locations/2015-06-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-operations/2015-06-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-pricings/2018-06-01/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-regulatoryCompliance/2019-01-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-securityContacts/2017-08-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-serverVulnerabilityAssessments/2019-01-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-subAssessments/2019-01-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-tasks/2015-06-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-topologies/2015-06-01-preview/swagger.json;
Security Center;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/security-workspaceSettings/2017-08-01-preview/swagger.json;
Security Insights;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/securityinsights-SecurityInsights/2020-01-01/swagger.json;
MicrosoftSerialConsoleClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/serialconsole/2018-05-01/swagger.json;
ServerManagement;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/servermanagement/2016-07-01-preview/swagger.json;
Service Map;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/service-map-arm-service-map/2015-11-01-preview/swagger.json;
ServiceBusManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/servicebus/2017-04-01/swagger.json;
ServiceBusManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/servicebus-servicebus-preview/2018-01-01-preview/swagger.json;
Service Fabric Client APIs;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/servicefabric/7.0.0.42/swagger.json;
ServiceFabricManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/servicefabric-application/2019-06-01-preview/swagger.json;
ServiceFabricManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/servicefabric-cluster/2019-06-01-preview/swagger.json;
SeaBreezeManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/servicefabricmesh/2018-09-01-preview/swagger.json;
SignalRManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/signalr/2018-10-01/swagger.json;
Software Plan RP;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/softwareplan/2019-12-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-DatabaseSchema/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-DatabaseSecurityAlertPolicies/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-FailoverDatabases/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-FailoverElasticPools/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ManagedBackupShortTermRetention/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ManagedDatabaseSchema/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ManagedDatabaseSecurityAlertPolicies/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ManagedInstanceEncryptionProtectors/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ManagedInstanceKeys/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ManagedInstanceTdeCertificates/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ManagedInstanceVulnerabilityAssessments/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ManagedRestorableDroppedDatabaseBackupShortTermRetenion/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ManagedServerSecurityAlertPolicy/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-PrivateEndpointConnections/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-PrivateLinkResources/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ServerAzureADAdministrators/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-ServerVulnerabilityAssessments/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-TdeCertificates/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-WorkloadClassifiers/2019-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-WorkloadGroups/2019-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-advisors/2015-05-01-preview/swagger.json;
Azure SQL Database Backup Long Term Retention Policy;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-backupLongTermRetentionPolicies/2014-04-01/swagger.json;
Azure SQL Server Backup Long Term Retention Vault;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-backupLongTermRetentionVaults/2014-04-01/swagger.json;
Azure SQL Database Backup;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-backups/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-blobAuditing/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-blobAuditingPolicies/2015-05-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-cancelOperations/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-cancelPoolOperations/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-capabilities/2018-06-01-preview/swagger.json;
Azure SQL Database;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-checkNameAvailability/2014-04-01/swagger.json;
Azure SQL Server API spec;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-connectionPolicies/2014-04-01/swagger.json;
Azure SQL Database Datamasking Policies and Rules;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-dataMasking/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-dataWarehouseUserActivities/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-databaseAutomaticTuning/2015-05-01-preview/swagger.json;
Database Threat Detection Policy APIs;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-databaseSecurityAlertPolicies/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-databaseVulnerabilityAssessmentBaselines/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-databaseVulnerabilityAssessmentScans/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-databaseVulnerabilityAssessments/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-databases/2019-06-01-preview/swagger.json;
Azure SQL Database;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-deprecated/2014-04-01/swagger.json;
Azure SQL Database disaster recovery configurations;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-disasterRecoveryConfigurations/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-elasticPools/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-encryptionProtectors/2015-05-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-failoverGroups/2015-05-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-firewallRules/2015-05-01-preview/swagger.json;
Azure SQL Database;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-geoBackupPolicies/2014-04-01/swagger.json;
Azure SQL Database Import/Export spec;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-importExport/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-instanceFailoverGroups/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-instancePools/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-jobs/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-longTermRetention/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-managedDatabaseSensitivityLabels/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-managedDatabaseVulnerabilityAssesmentRuleBaselines/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-managedDatabaseVulnerabilityAssessmentScans/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-managedDatabaseVulnerabilityAssessments/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-managedDatabases/2019-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-managedInstanceAdministrators/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-managedInstanceOperations/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-managedInstances/2018-06-01-preview/swagger.json;
Azure SQL Database;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-metrics/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-operations/2015-05-01-preview/swagger.json;
Azure SQL Database;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-queries/2014-04-01/swagger.json;
Azure SQL Database;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-recommendedElasticPools/2014-04-01/swagger.json;
Azure SQL Database;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-recommendedElasticPoolsDecoupled/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-recoverableManagedDatabases/2017-10-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-renameDatabase/2017-03-01-preview/swagger.json;
Azure SQL Database replication links;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-replicationLinks/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-restorableDroppedManagedDatabases/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-restorePoints/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-sensitivityLabels/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-serverAutomaticTuning/2017-03-01-preview/swagger.json;
Azure SQL Database API spec;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-serverAzureADAdministrators/2014-04-01/swagger.json;
Azure SQL Database;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-serverCommunicationLinks/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-serverDnsAliases/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-serverKeys/2015-05-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-serverOperations/2019-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-serverSecurityAlertPolicies/2017-03-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-servers/2019-06-01-preview/swagger.json;
Azure SQL Database;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-serviceObjectives/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-shortTermRetentionPolicies/2017-10-01-preview/swagger.json;
Azure SQL Database;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-sql.core/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-syncAgents/2015-05-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-syncGroups/2015-05-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-syncMembers/2015-05-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-tableAuditing/2014-04-01/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-usages/2018-06-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-virtualNetworkRules/2015-05-01-preview/swagger.json;
SqlManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sql-virtualclusters/2015-05-01-preview/swagger.json;
SqlVirtualMachineManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/sqlvirtualmachine-sqlvm/2017-03-01-preview/swagger.json;
StorSimpleManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storSimple1200Series-StorSimple/2016-10-01/swagger.json;
StorageManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storage/2019-06-01/swagger.json;
Azure Data Lake Storage;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storage-DataLakeStorage/2019-10-31/swagger.json;
StorageManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storage-blob/2019-06-01/swagger.json;
StorageManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storage-file/2019-06-01/swagger.json;
StorageManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storage-managementpolicy/2018-03-01-preview/swagger.json;
Storage Cache Mgmt Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storagecache/2019-11-01/swagger.json;
StorageImportExport;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storageimportexport/2016-11-01/swagger.json;
Microsoft Storage Sync;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storagesync/2019-06-01/swagger.json;
StorSimple8000SeriesManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storsimple8000series-storsimple/2017-06-01/swagger.json;
StreamAnalyticsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/streamanalytics-functions/2016-03-01/swagger.json;
StreamAnalyticsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/streamanalytics-inputs/2016-03-01/swagger.json;
StreamAnalyticsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/streamanalytics-outputs/2016-03-01/swagger.json;
StreamAnalyticsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/streamanalytics-streamingjobs/2016-03-01/swagger.json;
StreamAnalyticsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/streamanalytics-subscriptions/2016-03-01/swagger.json;
StreamAnalyticsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/streamanalytics-transformations/2016-03-01/swagger.json;
SubscriptionClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/subscription-operations/2018-03-01-preview/swagger.json;
SubscriptionDefinitionsClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/subscription-subscriptionDefinitions/2017-11-01-preview/swagger.json;
SubscriptionClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/subscription-subscriptions/2020-01-01/swagger.json;
Microsoft.Support;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/support/2019-05-01-preview/swagger.json;
TimeSeriesInsightsClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/timeseriesinsights/2018-11-01-preview/swagger.json;
TrafficManagerManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/trafficmanager/2018-04-01/swagger.json;
TrafficManagerManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/trafficmanager-trafficmanageranalytics/2017-09-01-preview/swagger.json;
Visual Studio Resource Provider Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/visualstudio-Csm/2017-11-01-preview/swagger.json;
Visual Studio Projects Resource Provider Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/visualstudio-PipelineTemplates/2018-08-01-preview/swagger.json;
Visual Studio Projects Resource Provider Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/visualstudio-Projects/2018-08-01-preview/swagger.json;
VMwareCloudSimple;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/vmwarecloudsimple/2019-04-01/swagger.json;
AppServiceCertificateOrders API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-AppServiceCertificateOrders/2019-08-01/swagger.json;
AppServiceEnvironments API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-AppServiceEnvironments/2019-08-01/swagger.json;
AppServicePlans API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-AppServicePlans/2019-08-01/swagger.json;
CertificateRegistrationProvider API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-CertificateRegistrationProvider/2019-08-01/swagger.json;
Certificates API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-Certificates/2019-08-01/swagger.json;
DeletedWebApps API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-DeletedWebApps/2019-08-01/swagger.json;
Diagnostics API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-Diagnostics/2019-08-01/swagger.json;
DomainRegistrationProvider API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-DomainRegistrationProvider/2019-08-01/swagger.json;
Domains API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-Domains/2019-08-01/swagger.json;
Provider API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-Provider/2019-08-01/swagger.json;
Recommendations API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-Recommendations/2019-08-01/swagger.json;
ResourceHealthMetadata API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-ResourceHealthMetadata/2019-08-01/swagger.json;
" API Client";['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-ResourceProvider/2019-08-01/swagger.json;
TopLevelDomains API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-TopLevelDomains/2019-08-01/swagger.json;
WebApps API Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-WebApps/2019-08-01/swagger.json;
LogicAppsManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-logicAppsManagementClient/2016-06-01/swagger.json;
WebSite Management Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/web-service/2015-08-01/swagger.json;
windowsesu;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/windowsesu/2019-09-16-preview/swagger.json;
DeviceServices;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/windowsiot-WindowsIotServices/2019-06-01/swagger.json;
Workload Monitor;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/workloadmonitor-Microsoft.WorkloadMonitor/2018-08-31-preview/swagger.json;
Bandsintown API;['social'];2.0;https://api.apis.guru/v2/specs/bandsintown.com/3.0.0/swagger.json;
Radio & Music Services;['media'];2.0;https://api.apis.guru/v2/specs/bbc.co.uk/1.0.0/swagger.json;
BBC Nitro API;['media', 'open_data'];3.0.0;https://api.apis.guru/v2/specs/bbc.com/1.0.0/openapi.json;
BBC iPlayer Business Layer;['media'];3.0.0;https://api.apis.guru/v2/specs/bbci.co.uk/1.0/openapi.json;
BC Laws;['open_data'];3.0.0;https://api.apis.guru/v2/specs/bclaws.ca/bclaws/1.0.0/openapi.json;
Beanstream Payments;['payment', 'financial', 'ecommerce'];2.0;https://api.apis.guru/v2/specs/beanstream.com/1.0.1/swagger.json;
"BeezUP Merchant API ";['ecommerce'];3.0.0;https://api.apis.guru/v2/specs/beezup.com/2.0/openapi.json;
Betfair: Exchange Streaming API;['entertainment'];3.0.0;https://api.apis.guru/v2/specs/betfair.com/1.0.1423/openapi.json;
SEDRA IV API;[];2.0;https://api.apis.guru/v2/specs/bethmardutho.org/1.0.0/swagger.json;
Bhagavad Gita API;['open_data'];3.0.0;https://api.apis.guru/v2/specs/bhagavadgita.io/1.0/openapi.json;
Budgea API Documentation;['financial'];3.0.0;https://api.apis.guru/v2/specs/biapi.pro/2.0/openapi.json;
500,000+ Recipe and Grocery List API (v2);[];3.0.0;https://api.apis.guru/v2/specs/bigoven.com/partner/openapi.json;
Big Red Cloud API;['financial'];3.0.0;https://api.apis.guru/v2/specs/bigredcloud.com/v1/openapi.json;
BikeWise API v2;['open_data'];3.0.0;https://api.apis.guru/v2/specs/bikewise.org/v2/openapi.json;
Billbee API;['ecommerce'];2.0;https://api.apis.guru/v2/specs/billbee.io/v1/swagger.json;
Billingo API v3;['financial'];3.0.0;https://api.apis.guru/v2/specs/billingo.hu/3.0.7/openapi.json;
BIN Lookup API;['financial'];3.0.0;https://api.apis.guru/v2/specs/bintable.com/1.0.0-oas3/openapi.json;
Bitbucket API;['developer_tools', 'collaboration'];3.0.0;https://api.apis.guru/v2/specs/bitbucket.org/2.0/openapi.json;
Blazemeter API Explorer;['developer_tools'];2.0;https://api.apis.guru/v2/specs/blazemeter.com/4/swagger.json;
IBM Containers API;['developer_tools'];3.0.0;https://api.apis.guru/v2/specs/bluemix.net/containers/3.0.0/openapi.json;
Botify API;['analytics', 'tools'];3.0.0;https://api.apis.guru/v2/specs/botify.com/1.0.0/openapi.json;
FastAPI;['messaging'];3.0.2;https://api.apis.guru/v2/specs/botschaft.local/0.1.0/openapi.json;
Box Platform API;['cloud'];3.0.2;https://api.apis.guru/v2/specs/box.com/2.0.0/openapi.json;
brainbi;['ecommerce'];3.0.3;https://api.apis.guru/v2/specs/brainbi.net/1.0.0/openapi.json;
BrandLovers Marketplace API V1;['ecommerce'];2.0;https://api.apis.guru/v2/specs/brandlovers.com/1.0.0/swagger.json;
Braze Endpoints;['marketing'];3.0.3;https://api.apis.guru/v2/specs/braze.com/1.0.0/openapi.json;
KYC API Documentation;['financial'];3.0.0;https://api.apis.guru/v2/specs/brex.io/2021.12/openapi.json;
bridgedb webservices;[];2.0;https://api.apis.guru/v2/specs/bridgedb.org/0.9.0/swagger.json;
Rocket Services;['entertainment'];3.0.0;https://api.apis.guru/v2/specs/britbox.co.uk/3.730.300-ref-1-39-0/openapi.json;
Browshot API;['tools'];2.0;https://api.apis.guru/v2/specs/browshot.com/1.17.0/swagger.json;
Bufferapp;['social', 'marketing'];2.0;https://api.apis.guru/v2/specs/bufferapp.com/1/swagger.json;
