java.exe,109.68144610697537,0.6865373256395111,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,118.55054511192789,0.740988734273778,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,118.4204547900261,0.7401995834240059,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,121.61914623443519,0.7608370738286491,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,127.54973443878222,0.7973532358771889,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,132.25211695693866,0.8275561911275532,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,154.7768735756425,0.9678337330900517,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,184.61347152241547,1.1546711751890972,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,193.23004225544096,1.2078073324070775,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,197.2743207922118,1.2331319005861239,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,212.71298105320548,1.3300300594732777,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,225.3470470214338,1.4088973171262473,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,255.505044587023,1.5976956795186656,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,264.8026764170638,1.6575037484665365,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,304.5644006877569,1.9035275042984807,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,306.5616697475435,1.9160104359221466,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,309.12138814025843,1.932008675876615,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,310.3036795951895,1.9393979974699345,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,337.12141683665294,2.107008855229081,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,337.6111686367539,2.110069803979712,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,337.6111686367539,2.110069803979712,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,339.14546919800756,2.1196591824875473,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,342.8147815128261,2.142664125441506,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,346.41522248075546,2.1771715398724445,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,350.97986230513357,2.193624139407085,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
java.exe,346.92793139648614,2.1682995712280384,<bound method Process.cpu_percent of psutil.Process(pid=5716, name='java.exe', status='running', started='14:41:21')>
