java.exe,86.27284053652693,0.5393726489880935,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,86.32640713966296,0.5395400446228935,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,90.30181432954461,0.5644341668838825,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,94.3958332835132,0.5899739580219575,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,99.76779834087013,0.6240748401969529,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,114.16573602664938,0.7172663814563898,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,120.0044957684775,0.7514868319419568,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,121.30157280155726,0.7582783119824187,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,123.63554622391318,0.7727699912236861,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,131.685841438072,0.8236104368786931,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,136.12421712648654,0.8510394073237981,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,151.87279844848157,0.9493484722756959,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,175.7902867487224,1.1027546147389464,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,189.24698269368275,1.1829371238082027,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,201.01633063985787,1.2564716348096832,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,214.70259774111548,1.3420586315167717,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,232.96115703862773,1.4564376774094807,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,258.3287698094798,1.6161570266709075,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,309.53079003565523,1.9345674377228455,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,304.7518837987331,1.9169669824067186,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,306.7874147179025,1.9174213419868906,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,310.5409031233634,1.9409045581831357,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,335.4952878128803,2.0978020953150747,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,336.56661987560113,2.103541374222507,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,337.0334145600723,2.106458841000452,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,338.0052657883976,2.112532911177485,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,349.0170289187916,2.1813564307424476,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,349.0170289187916,2.1813564307424476,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,352.9388695055372,2.2058679344096075,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,350.4059344143903,2.1900370900899393,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,346.92793139648614,2.1682995712280384,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,354.9361385653238,2.2184943480059593,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,360.36549641175503,2.252451748208269,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,372.3950250017337,2.327875438516779,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,410.6913200580624,2.567466419239976,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,418.2671682158734,2.6142893696597804,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,423.62765471541553,2.647816323944032,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,436.36502770397755,2.728094487661746,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,471.97151404568945,2.949821962785559,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,472.6487489567665,2.955967773948935,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,471.97151404568945,2.949821962785559,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,476.6700703779076,2.9791879398619225,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,476.7695512123031,2.979809695076894,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,476.7695512123031,2.979809695076894,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
java.exe,476.7695512123031,2.979809695076894,<bound method Process.cpu_percent of psutil.Process(pid=15876, name='java.exe', status='running', started='13:54:29')>
