java.exe,86.39145230061386,0.5399465768788366,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,86.42971415999675,0.5401857134999797,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,89.07360864335404,0.556733967683077,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,93.19441089889065,0.582584636428638,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,98.12636457334439,0.6134332605560883,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,110.10997893206367,0.6883786776223124,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,118.0187052665058,0.7376408215777756,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,118.92933751981845,0.7434040141473225,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,120.65877356392481,0.7541412484366443,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,132.99439702896663,0.8313106360794986,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,139.64813437565016,0.8728486671720421,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,147.57981782572202,0.9230434439499631,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,168.1685243596519,1.052296787677768,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,197.3470183250393,1.233634087490524,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,199.36724450045557,1.246188760100533,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,209.29237082437567,1.308244713287148,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,227.16065915618253,1.4198736880367122,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,239.42741127433516,1.497497435259738,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,297.7308326019739,1.86206121419228,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,293.43019960733767,1.8339387475458606,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,296.27688194542424,1.8517305121589014,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,298.33536998022345,1.8645960623763964,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,302.18068684820327,1.8886292928012705,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,304.20091302361953,1.9012557063976219,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,342.3173773408486,2.1394836083803037,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,342.3173773408486,2.1394836083803037,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,339.9030540137886,2.124394087586179,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,340.5726365529891,2.128578978456182,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
java.exe,340.5726365529891,2.128578978456182,<bound method Process.cpu_percent of psutil.Process(pid=16968, name='java.exe', status='running', started='19:37:38')>
