title;x-apisguru-categories;openapiVer;swaggerUrl
StorageManagementClient6;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-shares/2015-12-01-preview/swagger.json
StorageManagementClient7;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-storage/2019-08-08-preview/swagger.json
StorageManagementClient8;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-storageaccounts/2019-08-08-preview/swagger.json
StorageManagementClient9;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azsadmin-tableServices/2015-12-01-preview/swagger.json
StorageManagementClient10;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storage/2019-06-01/swagger.json
StorageManagementClient11;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storage-blob/2019-06-01/swagger.json
StorageManagementClient12;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storage-file/2019-06-01/swagger.json
StorageManagementClient13;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/storage-managementpolicy/2018-03-01-preview/swagger.json
AzureStack Azure Bridge Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azurestack-CustomerSubscription/2017-06-01/swagger.json
AzureStack Azure Bridge Client1;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azurestack-Product/2017-06-01/swagger.json
Azure Stack Azure Bridge Client;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azurestack-AzureStack/2017-06-01/swagger.json
Azure Stack Azure Bridge Client1;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/azurestack-Registration/2017-06-01/swagger.json
BlueprintClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/blueprint-assignmentOperation/2018-11-01-preview/swagger.json
BlueprintClient1;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/blueprint-blueprintAssignment/2018-11-01-preview/swagger.json
BlueprintClient2;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/blueprint-blueprintDefinition/2018-11-01-preview/swagger.json
ComputeManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/compute/2019-07-01/swagger.json
ComputeManagementClient1;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/compute-skus/2019-04-01/swagger.json
ContainerRegistryManagementClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/containerregistry/2019-12-01-preview/swagger.json
ContainerRegistryManagementCl1;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/containerregistry-containerregistry_build/2019-06-01-preview/swagger.json
ContainerRegistryManagementCl2;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/containerregistry-containerregistry_scopemap/2019-05-01-preview/swagger.json
ContainerServiceClient;['cloud'];2.0;https://api.apis.guru/v2/specs/azure.com/compute-containerService/2017-01-31/swagger.json
